"候補識別情報","配置","ファイル種別","関連する既知ファイル","関連する未解決事項","候補とした根拠","既存調査との関係","推定される役割","確度","内容調査の期待効果","調査リスク","優先度","候補群","次段階で推奨する確認内容"
"C:\fchart\chokan\taisei\z20070928.csv","C:\fchart\chokan\taisei\z20070928.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071001.csv","C:\fchart\chokan\taisei\z20071001.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071002.csv","C:\fchart\chokan\taisei\z20071002.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071003.csv","C:\fchart\chokan\taisei\z20071003.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071004.csv","C:\fchart\chokan\taisei\z20071004.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071005.csv","C:\fchart\chokan\taisei\z20071005.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071008.csv","C:\fchart\chokan\taisei\z20071008.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071009.csv","C:\fchart\chokan\taisei\z20071009.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071010.csv","C:\fchart\chokan\taisei\z20071010.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071011.csv","C:\fchart\chokan\taisei\z20071011.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
"C:\fchart\chokan\taisei\z20071012.csv","C:\fchart\chokan\taisei\z20071012.csv",".csv","該当なし","未解決事項への直接寄与は未確認","Phase 1の分類: 設定・定義候補。名称・拡張子・配置のみのメタ情報候補。内容未読。","既存文書では企業識別・DAT項目意味・更新同期等が未確定であり、本表はその補助証拠候補の優先順位付けのみ。","名称・拡張子・配置のみのメタ情報候補","メタ情報候補","現時点では個別内容調査を推奨しない","C:\fchart\原本。内容アクセス・コピー・ハッシュ・実行・変更は別の正式指示と個別承認が必要。","低","G0","対象を限定した別の正式作業指示で、形式確認・安全性確認・必要な読取り範囲を固定する。"
